ID	bowtie_unpair_profiled_S101G	bowtie_unpair_profiled_S101T	bowtie_unpair_profiled_S102G	bowtie_unpair_profiled_S102T	bowtie_unpair_profiled_S103G	bowtie_unpair_profiled_S103T	bowtie_unpair_profiled_S104G	bowtie_unpair_profiled_S104T	bowtie_unpair_profiled_S105G	bowtie_unpair_profiled_S105T	bowtie_unpair_profiled_S106G	bowtie_unpair_profiled_S106T	bowtie_unpair_profiled_S107G	bowtie_unpair_profiled_S107T	bowtie_unpair_profiled_S108G	bowtie_unpair_profiled_S108T	bowtie_unpair_profiled_S109G	bowtie_unpair_profiled_S109T	bowtie_unpair_profiled_S110G	bowtie_unpair_profiled_S110T	bowtie_unpair_profiled_S111G	bowtie_unpair_profiled_S111T	bowtie_unpair_profiled_S112G	bowtie_unpair_profiled_S112T	bowtie_unpair_profiled_S113G	bowtie_unpair_profiled_S113T	bowtie_unpair_profiled_S114G	bowtie_unpair_profiled_S114T	bowtie_unpair_profiled_S115G	bowtie_unpair_profiled_S115T	bowtie_unpair_profiled_S116G	bowtie_unpair_profiled_S116T	bowtie_unpair_profiled_S201G	bowtie_unpair_profiled_S201T	bowtie_unpair_profiled_S202G	bowtie_unpair_profiled_S202T	bowtie_unpair_profiled_S203G	bowtie_unpair_profiled_S203T	bowtie_unpair_profiled_S204G	bowtie_unpair_profiled_S204T	bowtie_unpair_profiled_S205G	bowtie_unpair_profiled_S205T	bowtie_unpair_profiled_S206G	bowtie_unpair_profiled_S206T	bowtie_unpair_profiled_S207G	bowtie_unpair_profiled_S207T	bowtie_unpair_profiled_S208G	bowtie_unpair_profiled_S208T	bowtie_unpair_profiled_S301G	bowtie_unpair_profiled_S301T	bowtie_unpair_profiled_S302G	bowtie_unpair_profiled_S302T	bowtie_unpair_profiled_S303G	bowtie_unpair_profiled_S303T	bowtie_unpair_profiled_S304G	bowtie_unpair_profiled_S304T	bowtie_unpair_profiled_S305G	bowtie_unpair_profiled_S305T	bowtie_unpair_profiled_S306G	bowtie_unpair_profiled_S306T	bowtie_unpair_profiled_S307G	bowtie_unpair_profiled_S307T	bowtie_unpair_profiled_S308G	bowtie_unpair_profiled_S308T	bowtie_unpair_profiled_S309G	bowtie_unpair_profiled_S309T	bowtie_unpair_profiled_S310G	bowtie_unpair_profiled_S310T	bowtie_unpair_profiled_S311G	bowtie_unpair_profiled_S311T	bowtie_unpair_profiled_S312G	bowtie_unpair_profiled_S312T	bowtie_unpair_profiled_S313G	bowtie_unpair_profiled_S313T	bowtie_unpair_profiled_S314G	bowtie_unpair_profiled_S314T	bowtie_unpair_profiled_S315G	bowtie_unpair_profiled_S315T	bowtie_unpair_profiled_S316G	bowtie_unpair_profiled_S316T
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0	0.2469	0.0	0.45949	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.48131	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57902	0.65843	0.61783	0.53693	0.93388	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.61917	0.0	0.63445	0.0	0.81444	2.41862	2.57275	0.0	0.85747	0.08483	0.51806	0.33892	0.99102	0.45175	0.12926	1.19067	0.82095	8.63374	0.45313
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0	0.2469	0.0	0.45949	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.48131	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57902	0.65843	0.61783	0.53693	0.93388	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.61917	0.0	0.63445	0.0	0.81444	2.41862	2.57275	0.0	0.85747	0.08483	0.51806	0.33892	0.99102	0.45175	0.12926	1.19067	0.82095	8.63374	0.45313
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.01973	0.05022	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.16331	0.01532	0.0	0.00029	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.01973	0.05022	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.16331	0.01532	0.0	0.00029	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa|t__GCF_000177375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.01973	0.05022	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.16331	0.01532	0.0	0.00029	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Eggerthia|s__Eggerthia_catenaformis|t__GCF_000340375	0.0	0.0	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3|t__GCF_000242195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0.0	0.2469	0.0	0.45253	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.47891	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57475	0.6387	0.56761	0.53693	0.93369	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.59775	0.0	0.63445	0.0	0.80718	2.41862	2.57275	0.0	0.85683	0.08483	0.51806	0.33892	0.99102	0.28844	0.11395	1.19067	0.82067	8.63374	0.44929
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0.0	0.2469	0.0	0.45253	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.47891	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57475	0.6387	0.56761	0.53693	0.93369	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.59775	0.0	0.63445	0.0	0.80718	2.41862	2.57275	0.0	0.85683	0.08483	0.51806	0.33892	0.99102	0.28844	0.11395	1.19067	0.82067	8.63374	0.44929
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__GCF_000186945	0.0	0.2469	0.0	0.45253	0.0	0.25656	0.0	1.10457	0.0	0.81967	0.02087	0.1315	0.0	0.42754	0.3626	0.8484	0.39432	0.36573	0.0	0.34989	0.58327	1.90222	0.0	1.36664	0.1435	0.67801	0.68448	0.945	0.0	0.47891	0.25284	1.06798	0.0	0.26067	0.03201	0.85553	0.0	0.73789	0.0	0.61235	0.0	0.79118	0.0	0.57475	0.6387	0.56761	0.53693	0.93369	0.0	0.49137	0.0	0.86146	0.0	0.04577	0.43911	0.95049	0.0	0.09953	0.0	0.23354	0.21441	0.59775	0.0	0.63445	0.0	0.80718	2.41862	2.57275	0.0	0.85683	0.08483	0.51806	0.33892	0.99102	0.28844	0.11395	1.19067	0.82067	8.63374	0.44929
k__Bacteria|p__Firmicutes|c__Negativicutes	0.14391	9.59028	8.78189	16.8534	1.41606	9.30423	3.79219	14.51328	1.87352	15.80855	2.49676	16.42506	5.62198	12.0206	5.88814	14.04161	6.02815	11.55298	3.66082	9.32572	15.23463	25.06003	0.83568	16.75214	4.74841	8.1082	15.21158	17.48221	1.41906	14.03107	3.78648	12.93792	3.99214	6.09284	11.4247	19.61916	0.0	11.19723	1.61527	9.00775	2.55845	12.40993	16.88665	19.95216	13.53069	19.59375	12.40227	19.01512	1.46198	12.70848	0.0	26.06852	1.37722	16.18695	11.37594	17.47236	0.29652	4.95042	3.89166	9.71698	9.78	20.32748	5.23853	17.39044	6.28676	16.2706	12.99019	18.45992	13.68131	14.67786	4.76489	6.43421	15.50378	13.48567	13.1901	25.5563	11.01742	15.07571	12.7085	10.77581
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.14391	9.59028	8.78189	16.8534	1.41606	9.30423	3.79219	14.51328	1.87352	15.80855	2.49676	16.42506	5.62198	12.0206	5.88814	14.04161	6.02815	11.55298	3.66082	9.32572	15.23463	25.06003	0.83568	16.75214	4.74841	8.1082	15.21158	17.48221	1.41906	14.03107	3.78648	12.93792	3.99214	6.09284	11.4247	19.61916	0.0	11.19723	1.61527	9.00775	2.55845	12.40993	16.88665	19.95216	13.53069	19.59375	12.40227	19.01512	1.46198	12.70848	0.0	26.06852	1.37722	16.18695	11.37594	17.47236	0.29652	4.95042	3.89166	9.71698	9.78	20.32748	5.23853	17.39044	6.28676	16.2706	12.99019	18.45992	13.68131	14.67786	4.76489	6.43421	15.50378	13.48567	13.1901	25.5563	11.01742	15.07571	12.7085	10.77581
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.00072	0.0	0.00262
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.00072	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.14391	9.59028	8.78189	16.8534	1.41606	9.30423	3.79219	14.51328	1.87352	15.80855	2.49676	16.42506	5.62198	12.0206	5.88814	14.04161	6.02815	11.55298	3.66082	9.32572	15.23463	25.06003	0.83568	16.75214	4.74841	8.1082	15.21158	17.48221	1.41906	14.03107	3.78648	12.93792	3.99214	6.09284	11.4247	19.61916	0.0	11.19723	1.61527	9.00775	2.55845	12.40993	16.88665	19.95216	13.53069	19.59202	12.40227	19.01512	1.46198	12.70848	0.0	26.06852	1.37722	16.18695	11.37594	17.47236	0.29652	4.95042	3.89166	9.71698	9.78	20.32748	5.23853	17.39044	6.28676	16.2706	12.99019	18.45992	13.68131	14.67786	4.76489	6.43421	15.50378	13.48567	13.1901	25.55554	11.01742	15.075	12.7085	10.77319
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	0.0	0.0	0.0	0.00198	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.00348	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.00612	0.0	0.0	0.0	0.00156	0.0	0.00109	0.0	0.00051	0.0	0.02869	0.0	0.0	0.0	0.00885	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.0	0.0	0.0	0.00198	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.00348	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.00612	0.0	0.0	0.0	0.00156	0.0	0.00109	0.0	0.00051	0.0	0.02869	0.0	0.0	0.0	0.00885	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__GCF_000239275	0.0	0.0	0.0	0.00198	0.0	0.00347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00548	0.0	0.00348	0.0	0.00147	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.00612	0.0	0.0	0.0	0.00156	0.0	0.00109	0.0	0.00051	0.0	0.02869	0.0	0.0	0.0	0.00885	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda	0.0	0.0189	0.0	0.00527	0.0	0.0	0.0	0.00191	0.0	0.00475	0.0	0.00068	0.0	0.00042	0.0	0.00211	0.0	0.01356	0.0	0.00437	0.0	0.00013	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.00321	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.00352	0.0	0.01016	0.0	0.00015	0.0	0.00111	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00778
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda|s__Centipeda_periodontii	0.0	0.0189	0.0	0.00527	0.0	0.0	0.0	0.00191	0.0	0.00475	0.0	0.00068	0.0	0.00042	0.0	0.00211	0.0	0.01356	0.0	0.00437	0.0	0.00013	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.00321	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.00352	0.0	0.01016	0.0	0.00015	0.0	0.00111	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00778
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda|s__Centipeda_periodontii|t__GCF_000213975	0.0	0.0189	0.0	0.00527	0.0	0.0	0.0	0.00191	0.0	0.00475	0.0	0.00068	0.0	0.00042	0.0	0.00211	0.0	0.01356	0.0	0.00437	0.0	0.00013	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.00321	0.0	0.00696	0.0	0.0	0.0	0.0	0.0	0.00316	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.00352	0.0	0.01016	0.0	0.00015	0.0	0.00111	0.0	0.00396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00778
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0.0	0.0062	0.0	0.04388	0.0	0.02176	0.0	0.00939	0.0	0.02671	0.0	0.02622	0.0	0.0	0.0	0.00687	0.0	0.01206	0.0	0.00085	0.0	0.21302	0.0	0.0	0.0	0.0028	0.17107	0.24322	0.0	0.03178	0.06839	0.06083	0.0	0.00086	0.0	0.00266	0.0	0.0	0.0	0.01543	0.0	0.0	0.0	0.0136	1.40904	1.00774	0.0	0.33527	0.0	0.00364	0.0	0.00015	0.0	0.0046	0.0	0.02365	0.0	0.0	0.0	0.00461	0.30254	0.54495	0.0	0.00154	0.0	0.04672	0.0	0.02575	0.0	0.03771	0.0	0.0	0.08521	0.0224	0.23972	0.02285	0.03106	0.00482	0.0	0.11437
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0062	0.0	0.04388	0.0	0.02176	0.0	0.00939	0.0	0.02671	0.0	0.02622	0.0	0.0	0.0	0.00687	0.0	0.01206	0.0	0.00085	0.0	0.21302	0.0	0.0	0.0	0.0028	0.17107	0.24322	0.0	0.03178	0.06839	0.06083	0.0	0.00086	0.0	0.00266	0.0	0.0	0.0	0.01543	0.0	0.0	0.0	0.0136	1.40904	1.00774	0.0	0.33527	0.0	0.00364	0.0	0.00015	0.0	0.00167	0.0	0.02365	0.0	0.0	0.0	0.00461	0.30254	0.54495	0.0	0.00154	0.0	0.04672	0.0	0.02575	0.0	0.03266	0.0	0.0	0.08521	0.0224	0.23972	0.02285	0.03106	0.00482	0.0	0.11437
